# x	y	u	v	mask
  7.0555	 14.3286	  1.3291	  0.0369	  0.0000
  7.3249	 14.3286	  0.0812	  0.0798	  0.0000
  7.5943	 14.3286	 -4.6235	 -8.9030	  0.0000
  7.8637	 14.3286	  1.3745	 -0.0817	  0.0000
  8.1330	 14.3286	 -0.2008	 -0.0587	  0.0000
  8.4024	 14.3286	  0.2070	 -0.2250	  0.0000
  8.6718	 14.3286	  0.0579	  0.1016	  1.0000
  8.9412	 14.3286	  2.7010	 -0.0359	  0.0000
  9.2105	 14.3286	  4.5540	  0.2249	  0.0000
  9.4799	 14.3286	 -4.4711	  0.2341	  0.0000
  9.7493	 14.3286	  1.4725	  0.0736	  0.0000
 10.0186	 14.3286	 -1.5233	 -0.0130	  0.0000
 10.2880	 14.3286	  4.4941	  0.0108	  0.0000
 10.5574	 14.3286	 -0.3172	 -0.3123	  1.0000
 10.8268	 14.3286	  1.4494	  0.0123	  0.0000
 11.0961	 14.3286	 -0.4919	 -0.3337	  1.0000
 11.3655	 14.3286	 -0.1678	 -0.2147	  1.0000
 11.6349	 14.3286	 -0.0541	 -0.0855	  1.0000
 11.9043	 14.3286	  1.4587	 -0.0605	  0.0000
 12.1736	 14.3286	  8.3474	 -2.5384	  0.0000
 12.4430	 14.3286	 -0.0489	 -0.1055	  0.0000
 12.7124	 14.3286	  0.4660	 -0.1293	  1.0000
 12.9818	 14.3286	  2.7282	 -0.2012	  0.0000
 13.2511	 14.3286	  0.1974	 -0.1116	  1.0000
 13.5205	 14.3286	  4.4729	  0.1363	  0.0000
 13.7899	 14.3286	  3.6846	 -0.2179	  0.0000
 14.0593	 14.3286	  0.0020	 -0.1975	  0.0000
 14.3286	 14.3286	  0.4373	 -0.0850	  1.0000
 14.5980	 14.3286	 -0.2168	 -0.0617	  0.0000
 14.8674	 14.3286	 -0.2165	  0.0387	  0.0000
 15.1368	 14.3286	  3.8194	  0.2396	  0.0000
 15.4061	 14.3286	 -0.0975	  0.2235	  0.0000
 15.6755	 14.3286	 -0.0502	  0.0207	  1.0000
 15.9449	 14.3286	  1.4987	  0.1024	  0.0000
 16.2143	 14.3286	 -0.1208	 -0.0563	  0.0000
 16.4836	 14.3286	  0.0440	 -0.0908	  0.0000
 16.7530	 14.3286	  4.4273	  0.1000	  0.0000
 17.0224	 14.3286	 -4.5061	 -0.0271	  0.0000
 17.2918	 14.3286	 -0.0229	  0.0000	  0.0000
 17.5611	 14.3286	 -1.5407	  0.0051	  0.0000
 17.8305	 14.3286	  4.4883	  0.0946	  0.0000
 18.0999	 14.3286	 -0.2076	 -0.0671	  1.0000
 18.3692	 14.3286	  4.5751	 -0.0573	  0.0000
 18.6386	 14.3286	 -0.2884	  0.2238	  1.0000
 18.9080	 14.3286	 -0.2315	  0.2184	  1.0000
 19.1774	 14.3286	  1.5078	  0.0408	  0.0000
 19.4467	 14.3286	 -0.2244	 -0.0204	  0.0000
 19.7161	 14.3286	  0.0435	  0.2272	  0.0000
 19.9855	 14.3286	  4.5897	 -0.0746	  0.0000
 20.2549	 14.3286	  0.0362	  0.1441	  0.0000
 20.5242	 14.3286	  0.0324	 -0.1158	  0.0000
 20.7936	 14.3286	  0.0373	 -0.1210	  0.0000
 21.0630	 14.3286	  0.0000	  0.0510	  0.0000
 21.3324	 14.3286	 -0.0398	  0.0237	  0.0000
 21.6017	 14.3286	 -3.6911	  0.0229	  0.0000
 21.8711	 14.3286	  4.5542	 -0.0276	  0.0000
 22.1405	 14.3286	  1.4624	 -0.0440	  0.0000
 22.4099	 14.3286	  0.0131	  0.1276	  1.0000
 22.6792	 14.3286	  0.0646	  0.0629	  0.0000
 22.9486	 14.3286	  0.0042	  0.0169	  0.0000
 23.2180	 14.3286	  0.3385	  0.1229	  1.0000
 23.4874	 14.3286	 -0.0460	  0.0026	  0.0000
 23.7567	 14.3286	  3.7142	  0.0142	  0.0000
 24.0261	 14.3286	 -1.4600	  0.1319	  0.0000
 24.2955	 14.3286	  0.0069	  0.2053	  0.0000
 24.5649	 14.3286	  0.0217	  0.0061	  0.0000
 24.8342	 14.3286	 -1.5649	 -0.0269	  0.0000
 25.1036	 14.3286	  4.5588	 -0.0433	  0.0000
 25.3730	 14.3286	  0.0178	  0.0909	  0.0000
 25.6424	 14.3286	  0.0000	  0.2288	  0.0000
 25.9117	 14.3286	  3.6999	 -0.1705	  0.0000
 26.1811	 14.3286	  0.0041	  0.0823	  0.0000
 26.4505	 14.3286	  1.3854	  0.0322	  0.0000
 26.7199	 14.3286	 -0.0002	  0.0762	  0.0000
 26.9892	 14.3286	  1.4982	 -0.0864	  0.0000
 27.2586	 14.3286	  0.0578	  0.0155	  1.0000
 27.5280	 14.3286	  1.5102	  0.0355	  0.0000
 27.7973	 14.3286	 -0.8927	  0.1057	  1.0000
 28.0667	 14.3286	  1.4918	  0.0986	  0.0000
 28.3361	 14.3286	 -3.6783	  0.0522	  0.0000
 28.6055	 14.3286	 -0.9460	  0.0452	  1.0000
 28.8748	 14.3286	 -0.9316	  0.0365	  1.0000
 29.1442	 14.3286	 -0.8349	  0.0444	  1.0000
 29.4136	 14.3286	 -0.7490	  0.0423	  1.0000
 29.6830	 14.3286	  1.6131	  0.0027	  0.0000
 29.9523	 14.3286	 -0.5756	  0.2291	  1.0000
 30.2217	 14.3286	  0.0111	  0.0070	  0.0000
 30.4911	 14.3286	  0.1087	  0.0025	  0.0000
 30.7605	 14.3286	  1.4933	 -0.0229	  0.0000
  0.3212	 14.0593	  3.6853	  0.2399	  0.0000
  0.5906	 14.0593	 -2.7109	 -0.0377	  0.0000
  0.8599	 14.0593	 -1.5177	  0.0125	  0.0000
  1.1293	 14.0593	 -0.4638	  0.0257	  1.0000
  1.3987	 14.0593	 -0.6095	  0.0146	  1.0000
  1.6680	 14.0593	  0.2264	 -0.0169	  0.0000
  1.9374	 14.0593	 -4.4781	 -0.0000	  0.0000
  2.2068	 14.0593	 -4.5348	  0.0447	  0.0000
  2.4762	 14.0593	 -4.2466	  0.0050	  0.0000
  2.7455	 14.0593	  0.0450	  0.0454	  0.0000
  3.0149	 14.0593	  4.5674	  0.0000	  0.0000
  3.2843	 14.0593	 -0.2183	 -0.1005	  1.0000
  3.5537	 14.0593	  3.5981	  1.0130	  0.0000
  3.8230	 14.0593	 -4.5385	 -0.0021	  0.0000
  4.0924	 14.0593	 -4.5128	  0.0415	  0.0000
  4.3618	 14.0593	  4.5560	  0.0286	  0.0000
  4.6312	 14.0593	 -0.0916	 -0.0594	  1.0000
  4.9005	 14.0593	  0.1357	 -0.0558	  1.0000
  5.1699	 14.0593	  0.4610	 -0.0114	  1.0000
  5.4393	 14.0593	  2.7029	  0.0607	  0.0000
  5.7087	 14.0593	  0.3522	 -0.0285	  1.0000
  5.9780	 14.0593	 -1.5372	  0.0281	  0.0000
  6.2474	 14.0593	 -0.0358	 -0.0368	  1.0000
  6.5168	 14.0593	  5.1160	 -1.0128	  0.0000
  6.7862	 14.0593	 -4.4324	  0.0960	  0.0000
  7.0555	 14.0593	 -4.4447	 -0.1407	  0.0000
  7.3249	 14.0593	 -1.1494	 -0.1045	  1.0000
  7.5943	 14.0593	 -4.6301	 -0.0408	  0.0000
  7.8637	 14.0593	  0.1082	  0.1457	  0.0000
  8.1330	 14.0593	 -0.9306	  0.0254	  1.0000
  8.4024	 14.0593	 -4.4866	 -0.0030	  0.0000
  8.6718	 14.0593	 -4.4909	 -0.0137	  0.0000
  8.9412	 14.0593	 -0.1172	 -0.0141	  1.0000
  9.2105	 14.0593	  4.5068	  0.0209	  0.0000
  9.4799	 14.0593	 -1.5659	 -0.2264	  0.0000
  9.7493	 14.0593	  1.5499	  0.2316	  0.0000
 10.0186	 14.0593	 -0.2796	 -0.2497	  1.0000
 10.2880	 14.0593	 -4.5718	  0.0759	  0.0000
 10.5574	 14.0593	 -0.0868	  0.1032	  0.0000
 10.8268	 14.0593	  4.5975	 -0.0414	  0.0000
 11.0961	 14.0593	 -4.6287	  0.0120	  0.0000
 11.3655	 14.0593	 -0.5838	 -0.2269	  1.0000
 11.6349	 14.0593	  0.0073	 -0.0056	  0.0000
 11.9043	 14.0593	  0.0033	  0.2140	  0.0000
 12.1736	 14.0593	 -4.3529	  0.0292	  0.0000
 12.4430	 14.0593	  2.5159	 -0.0237	  0.0000
 12.7124	 14.0593	  4.6007	  0.0228	  0.0000
 12.9818	 14.0593	  4.7120	  0.0703	  0.0000
 13.2511	 14.0593	 -3.7227	  0.0538	  0.0000
 13.5205	 14.0593	  4.4657	  0.0603	  0.0000
 13.7899	 14.0593	  0.3419	 -0.2336	  1.0000
 14.0593	 14.0593	  0.3896	 -0.2298	  1.0000
 14.3286	 14.0593	  0.0202	  0.0891	  0.0000
 14.5980	 14.0593	 -4.1452	  0.0280	  0.0000
 14.8674	 14.0593	  0.0002	  0.0384	  0.0000
 15.1368	 14.0593	  0.0004	  2.1310	  0.0000
 15.4061	 14.0593	 -0.4287	 -0.0723	  1.0000
 15.6755	 14.0593	 -0.0088	 -0.1426	  0.0000
 15.9449	 14.0593	  2.6848	  0.0709	  0.0000
 16.2143	 14.0593	 -4.5371	 -0.0331	  0.0000
 16.4836	 14.0593	 -0.1794	 -0.0469	  1.0000
 16.7530	 14.0593	  3.7052	 -0.0008	  0.0000
 17.0224	 14.0593	  1.4098	 -0.0634	  0.0000
 17.2918	 14.0593	 -4.5911	 -0.1022	  0.0000
 17.5611	 14.0593	 -6.6099	 -7.4825	  0.0000
 17.8305	 14.0593	 -4.4590	 -0.1038	  0.0000
 18.0999	 14.0593	 -3.8544	 -0.2288	  0.0000
 18.3692	 14.0593	  4.5697	 -0.0787	  0.0000
 18.6386	 14.0593	 -4.4402	  0.0310	  0.0000
 18.9080	 14.0593	 -2.8175	  0.2220	  0.0000
 19.1774	 14.0593	 -4.4732	  0.0701	  0.0000
 19.4467	 14.0593	  4.6380	  0.2211	  0.0000
 19.7161	 14.0593	 -0.2100	  0.1254	  1.0000
 19.9855	 14.0593	  0.1710	  0.1166	  1.0000
 20.2549	 14.0593	  1.6090	 -0.1361	  0.0000
 20.5242	 14.0593	  0.2641	  0.0139	  1.0000
 20.7936	 14.0593	 -0.1025	  0.0200	  1.0000
 21.0630	 14.0593	 -0.0100	  0.2332	  0.0000
 21.3324	 14.0593	 -0.0296	  0.2360	  0.0000
 21.6017	 14.0593	 -3.8148	  0.1403	  0.0000
 21.8711	 14.0593	  4.5282	 -0.0330	  0.0000
 22.1405	 14.0593	  2.7536	 -0.0902	  0.0000
 22.4099	 14.0593	  3.7633	 -0.0517	  0.0000
 22.6792	 14.0593	 -2.5838	  0.2236	  0.0000
 22.9486	 14.0593	 -0.0405	  0.0815	  0.0000
 23.2180	 14.0593	  0.0044	  4.9428	  0.0000
 23.4874	 14.0593	 -2.7041	 -0.0050	  0.0000
 23.7567	 14.0593	  0.2282	  0.0362	  0.0000
 24.0261	 14.0593	  4.5689	  0.0397	  0.0000
 24.2955	 14.0593	  0.0411	 -0.2215	  0.0000
 24.5649	 14.0593	  0.6461	 -0.2714	  1.0000
 24.8342	 14.0593	  4.5574	  0.0704	  0.0000
 25.1036	 14.0593	  0.8470	 -0.2564	  1.0000
 25.3730	 14.0593	  0.0470	  0.0752	  0.0000
 25.6424	 14.0593	  0.0763	  0.0480	  0.0000
 25.9117	 14.0593	 -1.6444	 -0.0012	  0.0000
 26.1811	 14.0593	  4.4700	 -0.1143	  0.0000
 26.4505	 14.0593	  5.8298	 -2.9149	  0.0000
 26.7199	 14.0593	 -0.0903	 -0.2292	  1.0000
 26.9892	 14.0593	 -1.4357	 -0.0002	  0.0000
 27.2586	 14.0593	  2.8347	 -0.1000	  0.0000
 27.5280	 14.0593	  4.6050	 -0.0791	  0.0000
 27.7973	 14.0593	  4.5749	  0.0550	  0.0000
 28.0667	 14.0593	 -4.5974	  0.0753	  0.0000
 28.3361	 14.0593	 -4.4673	 -0.0590	  0.0000
 28.6055	 14.0593	 -3.8265	 -0.0256	  0.0000
 28.8748	 14.0593	 -1.4718	 -0.1196	  0.0000
 29.1442	 14.0593	 -0.8990	  0.1932	  1.0000
 29.4136	 14.0593	 -4.6077	 -0.0654	  0.0000
 29.6830	 14.0593	 -0.1396	 -0.0734	  0.0000
 29.9523	 14.0593	  3.8143	 -0.0975	  0.0000
 30.2217	 14.0593	 -4.5204	 -0.0252	  0.0000
 30.4911	 14.0593	  0.1306	  0.0217	  0.0000
 30.7605	 14.0593	 -2.6464	  0.0557	  0.0000
  0.3212	 13.7899	 -4.5004	  0.0219	  0.0000
  0.5906	 13.7899	 -2.6167	  0.0062	  0.0000
  0.8599	 13.7899	 -0.1111	 -0.0385	  1.0000
  1.1293	 13.7899	 -4.5611	 -0.0195	  0.0000
  1.3987	 13.7899	 -3.8048	  0.1109	  0.0000
  1.6680	 13.7899	 -3.6929	  0.0134	  0.0000
  1.9374	 13.7899	 -4.4994	  0.0363	  0.0000
  2.2068	 13.7899	 -4.4083	 -0.0170	  0.0000
  2.4762	 13.7899	 -0.0579	  0.1127	  0.0000
  2.7455	 13.7899	 -0.0055	 -0.0104	  0.0000
  3.0149	 13.7899	  0.0354	 -0.0000	  0.0000
  3.2843	 13.7899	 -2.8330	 -0.0762	  0.0000
  3.5537	 13.7899	  0.0043	 -0.1021	  0.0000
  3.8230	 13.7899	 -1.6277	  0.1251	  0.0000
  4.0924	 13.7899	 -4.5725	  0.0584	  0.0000
  4.3618	 13.7899	 -3.7947	 -0.2229	  0.0000
  4.6312	 13.7899	 -0.0012	 -0.0474	  1.0000
  4.9005	 13.7899	 -2.7739	 -0.0463	  0.0000
  5.1699	 13.7899	 -2.7155	  0.0698	  0.0000
  5.4393	 13.7899	  0.6136	 -0.0019	  1.0000
  5.7087	 13.7899	 -4.4877	 -0.0926	  0.0000
  5.9780	 13.7899	  1.4599	  0.0711	  0.0000
  6.2474	 13.7899	  0.1683	 -0.0374	  1.0000
  6.5168	 13.7899	 -2.6880	 -0.0284	  0.0000
  6.7862	 13.7899	  3.6542	 -0.2439	  0.0000
  7.0555	 13.7899	 -0.6520	 -0.2206	  1.0000
  7.3249	 13.7899	 -1.5156	  0.2308	  0.0000
  7.5943	 13.7899	 -4.5326	 -0.2220	  0.0000
  7.8637	 13.7899	  0.0087	  0.0538	  0.0000
  8.1330	 13.7899	  1.5048	  0.0490	  0.0000
  8.4024	 13.7899	 -4.4692	 -0.0760	  0.0000
  8.6718	 13.7899	 -4.4681	  0.0456	  0.0000
  8.9412	 13.7899	 -1.5229	  0.0016	  0.0000
  9.2105	 13.7899	 -0.2381	 -0.1370	  1.0000
  9.4799	 13.7899	 -4.5357	  0.0458	  0.0000
  9.7493	 13.7899	 -1.5041	  0.0602	  0.0000
 10.0186	 13.7899	 -1.4903	  0.0070	  0.0000
 10.2880	 13.7899	 -0.8822	 -0.1660	  1.0000
 10.5574	 13.7899	  2.6710	  0.1292	  0.0000
 10.8268	 13.7899	 -0.7285	 -0.1839	  1.0000
 11.0961	 13.7899	 -0.7834	 -0.1766	  1.0000
 11.3655	 13.7899	 -0.5112	 -0.2207	  1.0000
 11.6349	 13.7899	  2.5562	 -0.0699	  0.0000
 11.9043	 13.7899	 -4.2853	  0.0705	  0.0000
 12.1736	 13.7899	  0.3052	  0.0825	  1.0000
 12.4430	 13.7899	 -2.6474	  0.2284	  0.0000
 12.7124	 13.7899	 -4.4643	 -0.0811	  0.0000
 12.9818	 13.7899	  1.5063	  0.1133	  0.0000
 13.2511	 13.7899	  3.7470	 -4.1705	  0.0000
 13.5205	 13.7899	  0.2970	  0.0194	  1.0000
 13.7899	 13.7899	 -4.5673	 -0.1886	  0.0000
 14.0593	 13.7899	  0.0114	  0.0000	  0.0000
 14.3286	 13.7899	 -0.0152	 -0.0016	  1.0000
 14.5980	 13.7899	 -4.4730	 -0.0662	  0.0000
 14.8674	 13.7899	  0.0497	  0.0604	  0.0000
 15.1368	 13.7899	 -3.7796	 -0.0000	  0.0000
 15.4061	 13.7899	 -1.3247	 -0.2175	  0.0000
 15.6755	 13.7899	 -4.4450	 -0.2024	  0.0000
 15.9449	 13.7899	 -4.5774	 -0.2186	  0.0000
 16.2143	 13.7899	 -0.5992	 -0.0344	  1.0000
 16.4836	 13.7899	 -4.5853	 -0.1138	  0.0000
 16.7530	 13.7899	  0.0191	  0.0512	  0.0000
 17.0224	 13.7899	  1.5240	 -0.0849	  0.0000
 17.2918	 13.7899	 -4.6934	  0.0309	  0.0000
 17.5611	 13.7899	 -4.0950	  0.0703	  0.0000
 17.8305	 13.7899	 -4.5243	 -0.0144	  0.0000
 18.0999	 13.7899	 -1.4711	  0.0143	  0.0000
 18.3692	 13.7899	  4.6641	 -5.1432	  0.0000
 18.6386	 13.7899	 -4.4551	 -0.0308	  0.0000
 18.9080	 13.7899	 -2.7393	 -0.0444	  0.0000
 19.1774	 13.7899	 -4.4619	  0.2298	  0.0000
 19.4467	 13.7899	 -0.1469	  0.1245	  1.0000
 19.7161	 13.7899	  1.4042	 -0.0387	  0.0000
 19.9855	 13.7899	  0.3432	  0.1090	  1.0000
 20.2549	 13.7899	 -0.0276	 -0.2291	  0.0000
 20.5242	 13.7899	 -4.5304	 -0.0461	  0.0000
 20.7936	 13.7899	 -4.5350	 -0.0368	  0.0000
 21.0630	 13.7899	 -0.1076	  0.0152	  1.0000
 21.3324	 13.7899	  0.0231	  0.0959	  0.0000
 21.6017	 13.7899	  0.4954	  0.0084	  1.0000
 21.8711	 13.7899	  0.3641	  0.0253	  1.0000
 22.1405	 13.7899	 -3.7789	 -0.0420	  0.0000
 22.4099	 13.7899	 -3.7082	 -0.1496	  0.0000
 22.6792	 13.7899	  0.8628	  0.1065	  1.0000
 22.9486	 13.7899	 -1.5218	 -0.1026	  0.0000
 23.2180	 13.7899	 -4.2016	 -0.0522	  0.0000
 23.4874	 13.7899	  4.5489	  0.0105	  0.0000
 23.7567	 13.7899	  0.2445	 -0.1014	  1.0000
 24.0261	 13.7899	 -0.0327	 -0.0533	  0.0000
 24.2955	 13.7899	 -0.1063	  0.1089	  0.0000
 24.5649	 13.7899	 -1.4120	  0.0064	  0.0000
 24.8342	 13.7899	 -3.7447	 -0.2326	  0.0000
 25.1036	 13.7899	 -3.7110	 -0.0028	  0.0000
 25.3730	 13.7899	  0.3528	 -0.1818	  1.0000
 25.6424	 13.7899	 -0.0712	  0.0850	  0.0000
 25.9117	 13.7899	  0.0563	 -0.0499	  0.0000
 26.1811	 13.7899	 -7.1469	 -6.4952	  0.0000
 26.4505	 13.7899	 -1.4951	  0.0145	  0.0000
 26.7199	 13.7899	  2.5116	 -0.0663	  0.0000
 26.9892	 13.7899	 -4.5170	 -0.0140	  0.0000
 27.2586	 13.7899	 -1.3986	 -0.1224	  0.0000
 27.5280	 13.7899	  2.5081	  0.0053	  0.0000
 27.7973	 13.7899	 -2.5888	  0.1945	  0.0000
 28.0667	 13.7899	 -4.5648	 -0.1060	  0.0000
 28.3361	 13.7899	 -4.5736	  0.1093	  0.0000
 28.6055	 13.7899	 -0.5933	  0.0435	  1.0000
 28.8748	 13.7899	 -1.4416	 -0.2153	  0.0000
 29.1442	 13.7899	  1.5065	  0.0439	  0.0000
 29.4136	 13.7899	  4.6175	 -0.0339	  0.0000
 29.6830	 13.7899	 -0.4232	  0.0392	  1.0000
 29.9523	 13.7899	 -1.5175	 -0.0442	  0.0000
 30.2217	 13.7899	 -4.4568	  0.1919	  0.0000
 30.4911	 13.7899	 -0.3580	  0.0275	  1.0000
 30.7605	 13.7899	 -0.6033	  0.0343	  1.0000
  0.3212	 13.5205	  4.5921	  0.1005	  0.0000
  0.5906	 13.5205	  2.6396	 -0.0775	  0.0000
  0.8599	 13.5205	  0.3658	 -0.0451	  1.0000
  1.1293	 13.5205	  4.5315	  0.0855	  0.0000
  1.3987	 13.5205	 -0.0579	 -0.0484	  1.0000
  1.6680	 13.5205	  4.5057	  0.0135	  0.0000
  1.9374	 13.5205	  4.5793	  0.0076	  0.0000
  2.2068	 13.5205	  4.5313	  0.2249	  0.0000
  2.4762	 13.5205	  4.6976	 -0.0623	  0.0000
  2.7455	 13.5205	  0.2240	 -0.0000	  0.0000
  3.0149	 13.5205	  0.0572	 -0.0431	  0.0000
  3.2843	 13.5205	  0.0133	  0.0382	  1.0000
  3.5537	 13.5205	 -0.1037	 -0.0920	  0.0000
  3.8230	 13.5205	 -0.0602	 -0.0993	  0.0000
  4.0924	 13.5205	  0.0264	 -0.0209	  0.0000
  4.3618	 13.5205	 -0.1237	 -0.0622	  1.0000
  4.6312	 13.5205	  4.5376	  0.0673	  0.0000
  4.9005	 13.5205	  2.7224	 -0.0138	  0.0000
  5.1699	 13.5205	 -1.5743	  0.0070	  0.0000
  5.4393	 13.5205	  0.0448	  0.2100	  0.0000
  5.7087	 13.5205	  4.4127	 -0.0927	  0.0000
  5.9780	 13.5205	  0.0223	 -0.2349	  0.0000
  6.2474	 13.5205	 -1.5126	  0.0291	  0.0000
  6.5168	 13.5205	  0.2077	 -0.0328	  1.0000
  6.7862	 13.5205	 -0.0563	  0.0780	  0.0000
  7.0555	 13.5205	 -0.1395	 -0.0758	  0.0000
  7.3249	 13.5205	  2.7020	  0.1366	  0.0000
  7.5943	 13.5205	  5.1468	 -0.4491	  0.0000
  7.8637	 13.5205	 -1.4640	  0.2054	  0.0000
  8.1330	 13.5205	 -0.5726	 -0.2134	  1.0000
  8.4024	 13.5205	  4.4899	 -0.0530	  0.0000
  8.6718	 13.5205	 -0.4949	 -0.1517	  1.0000
  8.9412	 13.5205	  3.7245	 -0.0180	  0.0000
  9.2105	 13.5205	 -0.3577	 -0.1654	  1.0000
  9.4799	 13.5205	 -0.3050	 -0.1600	  1.0000
  9.7493	 13.5205	 -1.4146	 -0.0876	  0.0000
 10.0186	 13.5205	  4.5856	  0.0346	  0.0000
 10.2880	 13.5205	 -0.5152	 -0.1817	  1.0000
 10.5574	 13.5205	 -8.4043	 -5.6474	  0.0000
 10.8268	 13.5205	  0.0460	 -0.1122	  0.0000
 11.0961	 13.5205	 -2.7698	  0.0493	  0.0000
 11.3655	 13.5205	  4.5164	  0.0052	  0.0000
 11.6349	 13.5205	 -0.0114	  0.0136	  0.0000
 11.9043	 13.5205	  3.7645	  0.0234	  0.0000
 12.1736	 13.5205	  0.5112	  0.0953	  1.0000
 12.4430	 13.5205	  3.7846	  0.2357	  0.0000
 12.7124	 13.5205	  4.0450	  0.2161	  0.0000
 12.9818	 13.5205	  3.6512	  0.1083	  0.0000
 13.2511	 13.5205	  4.1964	 -0.2097	  0.0000
 13.5205	 13.5205	  4.4864	  0.0274	  0.0000
 13.7899	 13.5205	  0.0256	 -0.0442	  0.0000
 14.0593	 13.5205	  0.0029	 -0.1834	  0.0000
 14.3286	 13.5205	 -0.0670	 -0.0532	  0.0000
 14.5980	 13.5205	 -0.0105	 -0.0000	  0.0000
 14.8674	 13.5205	  3.7866	  0.0964	  0.0000
 15.1368	 13.5205	 -0.0294	  0.0606	  0.0000
 15.4061	 13.5205	 -3.7724	 -0.0301	  0.0000
 15.6755	 13.5205	  4.4350	 -0.0567	  0.0000
 15.9449	 13.5205	  1.3270	  0.0400	  0.0000
 16.2143	 13.5205	  0.0913	 -0.0287	  0.0000
 16.4836	 13.5205	 -0.2910	 -0.0279	  1.0000
 16.7530	 13.5205	 -0.0207	 -0.0122	  0.0000
 17.0224	 13.5205	 -0.5719	 -0.1750	  1.0000
 17.2918	 13.5205	 -0.4779	 -0.1898	  1.0000
 17.5611	 13.5205	  2.6606	 -0.0540	  0.0000
 17.8305	 13.5205	  4.4752	  0.2219	  0.0000
 18.0999	 13.5205	  2.8306	  0.0235	  0.0000
 18.3692	 13.5205	 -0.9072	 -0.2712	  1.0000
 18.6386	 13.5205	 -3.6659	 -0.0984	  0.0000
 18.9080	 13.5205	 -2.5759	 -0.0647	  0.0000
 19.1774	 13.5205	  4.5575	  0.0145	  0.0000
 19.4467	 13.5205	 -2.8354	  0.0428	  0.0000
 19.7161	 13.5205	  1.4649	  0.0009	  0.0000
 19.9855	 13.5205	  0.4480	 -0.0214	  1.0000
 20.2549	 13.5205	  0.0644	  0.1219	  0.0000
 20.5242	 13.5205	  0.3380	 -0.0192	  0.0000
 20.7936	 13.5205	  4.6163	 -0.0361	  0.0000
 21.0630	 13.5205	  0.2473	  0.0113	  1.0000
 21.3324	 13.5205	  0.1592	  0.0055	  1.0000
 21.6017	 13.5205	  0.5607	  0.0037	  1.0000
 21.8711	 13.5205	  4.4506	 -0.0727	  0.0000
 22.1405	 13.5205	  0.7650	  0.0105	  1.0000
 22.4099	 13.5205	  4.6260	 -0.0000	  0.0000
 22.6792	 13.5205	  4.5624	  0.0668	  0.0000
 22.9486	 13.5205	  4.4478	 -0.0507	  0.0000
 23.2180	 13.5205	  3.8121	  0.0536	  0.0000
 23.4874	 13.5205	  4.4533	 -0.0786	  0.0000
 23.7567	 13.5205	  0.0956	  0.2064	  0.0000
 24.0261	 13.5205	  0.4890	 -0.0965	  1.0000
 24.2955	 13.5205	  4.4820	 -0.0387	  0.0000
 24.5649	 13.5205	  0.0007	 -0.0016	  0.0000
 24.8342	 13.5205	  4.1233	  0.0199	  0.0000
 25.1036	 13.5205	  3.6488	 -0.0704	  0.0000
 25.3730	 13.5205	  0.7601	 -0.1507	  1.0000
 25.6424	 13.5205	  2.7427	 -0.0693	  0.0000
 25.9117	 13.5205	  0.0210	  0.0069	  0.0000
 26.1811	 13.5205	  0.0830	  0.0681	  0.0000
 26.4505	 13.5205	  2.6337	 -0.0369	  0.0000
 26.7199	 13.5205	  1.5237	  0.0150	  0.0000
 26.9892	 13.5205	  4.5016	  0.0968	  0.0000
 27.2586	 13.5205	 -1.4129	 -0.0441	  0.0000
 27.5280	 13.5205	  0.0759	  0.0051	  1.0000
 27.7973	 13.5205	  4.4985	  0.0006	  0.0000
 28.0667	 13.5205	 -0.0155	 -0.0455	  0.0000
 28.3361	 13.5205	  0.0226	  0.1389	  0.0000
 28.6055	 13.5205	 -3.8058	 -0.0192	  0.0000
 28.8748	 13.5205	 -0.7723	  0.0237	  1.0000
 29.1442	 13.5205	  4.5739	  0.0586	  0.0000
 29.4136	 13.5205	  4.4858	  0.0163	  0.0000
 29.6830	 13.5205	  4.4930	  0.0558	  0.0000
 29.9523	 13.5205	 -0.0217	  0.0692	  0.0000
 30.2217	 13.5205	  4.5470	 -0.0325	  0.0000
 30.4911	 13.5205	  4.5164	 -0.0000	  0.0000
 30.7605	 13.5205	 -1.5285	  0.0664	  0.0000
  0.3212	 13.2511	  4.4748	  0.0009	  0.0000
  0.5906	 13.2511	 -1.5245	 -0.0138	  0.0000
  0.8599	 13.2511	  0.5037	 -0.0744	  1.0000
  1.1293	 13.2511	  0.4116	 -0.0660	  1.0000
  1.3987	 13.2511	  4.4863	  0.2179	  0.0000
  1.6680	 13.2511	 -9.3788	 -3.1859	  0.0000
  1.9374	 13.2511	  4.7717	  0.0664	  0.0000
  2.2068	 13.2511	 -2.5811	 -0.0249	  0.0000
  2.4762	 13.2511	  0.4084	  0.0130	  1.0000
  2.7455	 13.2511	 -0.0239	 -0.2131	  0.0000
  3.0149	 13.2511	 -6.6333	  3.6756	  0.0000
  3.2843	 13.2511	  0.0336	  0.0226	  0.0000
  3.5537	 13.2511	  4.5005	 -0.1940	  0.0000
  3.8230	 13.2511	  1.4702	 -0.0042	  0.0000
  4.0924	 13.2511	 -8.3566	 -2.2985	  0.0000
  4.3618	 13.2511	  0.0146	 -0.0563	  1.0000
  4.6312	 13.2511	  2.6076	  0.0499	  0.0000
  4.9005	 13.2511	  2.6273	 -0.2094	  0.0000
  5.1699	 13.2511	  3.8240	  0.0592	  0.0000
  5.4393	 13.2511	  0.0131	  0.1051	  0.0000
